id_municipio,sigla_uf,populacao_urbana_2013,populacao_urbana_2035,prestador_servico_esgotamento_sanitario,sigla_prestador,indice_sem_atendimento_sem_coleta_sem_tratamento,indice_atendimento_solucao_individual,indice_atendimento_com_coleta_sem_tratamento,indice_atendimento_com_coleta_com_tratamento,vazao_sem_coleta_sem_tratamento,vazao_solucao_individual,vazao_com_coleta_sem_tratamento,vazao_com_coleta_com_tratamento,vazao_total,carga_gerada_sem_coleta_sem_tratamento,carga_gerada_encaminhada_solucao_individual,carga_gerada_com_coleta_sem_tratamento,carga_gerada_com_coleta_com_tratamento,carga_gerada_total,carga_lancada_sem_coleta_sem_tratamento,carga_lancada_proveniente_solucao_individual,carga_lancada_com_coleta_sem_tratamento,carga_lancada_com_coleta_com_tratamento,carga_lancada_total,indice_atendimento_etes_2035,indice_atendimento_solucao_individual_2035,carga_gerada_total_2035,carga_afluente_ete_2035,carga_efluente_ete_2035,carga_afluente_solucao_individual_2035,carga_efluente_solucao_individual_2035,populacao_atendida_2035,investimento_coleta,investimento_tratamento,investimento_coleta_tratatamento,necessidade_remocao_dbo,tipologia_solucao,atencao_fosforo,atencao_nitrogenio
5205208,GO,3839,4917,Prefeitura Municipal de Caturaí,PM,0.7918,0.1998,0.0085,0,4,1,0,0,5.1,164.1,41.4,1.8,0,207.3,164.1,16.6,1.8,0,182.5,0.9,0.1,265.5,239,47.8,26.6,10.6,4425,7068303.47386,734626.324416,7802929.79828,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5205307,GO,4907,5981,Prefeitura Municipal de Cavalcante,PM,0.8307,0.1504,0.019,0,4.9,0.9,0.1,0,5.9,220.1,39.8,5,0,265,220.1,15.9,5,0,241.1,0.9,0.1,323,290.7,116.3,32.3,12.9,5383,8511673.49315,1635890.17113,10147563.6643,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5205406,GO,20678,23088,Saneamento de Goiás S/A,SANEAGO,0.1185,0.0505,0,0.831,4.1,1.8,0,29,34.9,132.3,56.4,0,927.9,1116.6,132.3,22.6,0,92.8,247.6,0.9,0.1,1246.8,1122.1,112.2,124.7,49.9,20779,4135016.95342,823407.723769,4958424.67719,Acima de 80%,Tratamento secundário avançado,Não,Não
5205455,GO,5952,8208,Prefeitura Municipal de Cezarina,PM,0.9315,0.0307,0.0377,0,8.8,0.3,0.4,0,9.5,299.4,9.9,12.1,0,321.4,299.4,4,12.1,0,315.5,0.9,0.1,443.2,398.9,79.8,44.3,17.7,7387,8738384.75536,1226254.23851,9964638.99387,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5205471,GO,6752,10269,SANEACEU - Sistema de Água e Esgoto de Chapadão do Céu,SANEACEU,0.2336,0.0264,0,0.74,2.3,0.3,0,7.2,9.8,88.3,10,0,279.8,378.1,88.3,4,0,83.9,176.2,0.9,0.1,554.5,499.1,149.7,55.5,22.2,9242,4955283.32462,930131.050277,5885414.3749,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5205497,GO,48055,67101,Saneamento de Goiás S/A,SANEAGO,0.3021,0.0779,0,0.62,25.1,6.5,0,51.4,82.9,783.9,202.2,0,1608.9,2595,783.9,80.9,0,241.3,1106.1,0.9,0.1,3623.5,3261.2,107.6,362.4,145,60391,35185911.4124,10395492.9967,45581404.4091,Requer solução complementar,"Outras soluções (revisão da classe do rio, corpo receptor alternativo, reuso, etc.)",Sim,Não
5205513,GO,6894,8515,Prefeitura Municipal de Cocalzinho de Goiás,PM,0.8296,0.1448,0.0256,0,8.1,1.4,0.3,0,9.8,308.8,53.9,9.5,0,372.3,308.8,21.6,9.5,0,339.9,0.9,0.1,459.8,413.8,82.8,46,18.4,7664,9133666.2002,1272080.24166,10405746.4419,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
5205521,GO,2562,2662,Prefeitura Municipal de Colinas do Sul,PM,0.9659,0.0079,0.0261,0,2.4,0,0.1,0,2.5,133.6,1.1,3.6,0,138.3,133.6,0.4,3.6,0,137.7,0.9,0.1,143.7,129.3,51.8,14.4,5.8,2396,3747030.72537,548629.466329,4295660.1917,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5205703,GO,1623,1706,Prefeitura Municipal de Córrego do Ouro,PM,0.9804,0.0037,0.0159,0,2.3,0,0,0,2.3,85.9,0.3,1.4,0,87.6,85.9,0.1,1.4,0,87.4,0.9,0.1,92.1,82.9,33.2,9.2,3.7,1535,2428494.15857,351551.574496,2780045.73307,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5205802,GO,6706,8762,Serviço Autônomo de Água e Esgoto de Corumbá de Goiás,SAAE,0.5938,0.3535,0.0527,0,6.6,3.9,0.6,0,11.1,215,128,19.1,0,362.1,215,51.2,19.1,0,285.3,0.9,0.1,473.1,425.8,170.3,47.3,18.9,7886,9189304.57021,2245745.08998,11435049.6602,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
5205901,GO,6791,10042,Saneamento de Goiás S/A,SANEAGO,0,0.056,0,0.944,0,0.7,0,11,11.6,0,20.5,0,346.2,366.7,0,8.2,0,51.9,60.1,0.944,0.056,542.3,511.9,51.2,30.4,12.2,9480,3744121.86065,2787018.96537,6531140.82602,Acima de 80%,Tratamento secundário avançado,Não,Não
5206206,GO,42190,61918,Saneamento de Goiás S/A,SANEAGO,0.4957,0.2443,0,0.26,36.8,18.1,0,19.3,74.2,1129.3,556.6,0,592.3,2278.3,1129.3,222.6,0,71.1,1423,0.9,0.1,3343.6,3009.2,90.3,334.4,133.8,55726,51470726.9895,23899122.9164,75369849.9059,Acima de 80%,Tratamento secundário avançado,Sim,Não
5206305,GO,2543,2691,Prefeitura Municipal de Cristianópolis,PM,0.9474,0.0198,0.0328,0,3.8,0.1,0.1,0,4,130.1,2.7,4.5,0,137.3,130.1,1.1,4.5,0,135.7,0.9,0.1,145.3,130.8,26.2,14.5,5.8,2422,3762716.85634,402030.450388,4164747.30673,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
5206404,GO,12886,15567,Prefeitura Municipal de Crixás,PM,0.8147,0.1452,0.04,0,13.6,2.4,0.7,0,16.7,566.9,101.1,27.8,0,695.8,566.9,40.4,27.8,0,635.2,0.9,0.1,840.6,756.5,53,84.1,33.6,14010,16463385.087,4119031.3903,20582416.4773,Acima de 80%,Tratamento secundário avançado,Não,Não
5206503,GO,2729,2583,Prefeitura Municipal de Cromínia,PM,0.4837,0.4875,0.0288,0,1.9,1.9,0.1,0,4,71.3,71.8,4.2,0,147.4,71.3,28.7,4.2,0,104.3,0.9,0.1,139.5,125.6,50.2,14,5.6,2325,3620568.59398,532320.763772,4152889.35775,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5206602,GO,2457,2440,Prefeitura Municipal de Cumari,PM,0.3559,0.0116,0.6325,0,1.4,0,2.4,0,3.8,47.2,1.5,83.9,0,132.7,47.2,0.6,83.9,0,131.8,0.9,0.1,131.8,118.6,47.4,13.2,5.3,2196,1050156.62488,502852.359951,1553008.98483,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5206701,GO,1903,2276,Prefeitura Municipal de Damianópolis,PM,0.9126,0.048,0.0394,0,2,0.1,0.1,0,2.2,93.8,4.9,4,0,102.8,93.8,2,4,0,99.8,0.9,0.1,122.9,110.6,44.2,12.3,4.9,2048,3174992.94429,469047.124851,3644040.06914,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5206800,GO,2279,2840,Prefeitura Municipal de Damolândia,PM,0.7287,0.2695,0.0018,0,2.2,0.8,0,0,3,89.7,33.2,0.2,0,123.1,89.7,13.3,0.2,0,103.2,0.9,0.1,153.4,138.1,55.2,15.3,6.1,2556,4106349.60707,585390.567562,4691740.17463,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
5206909,GO,1443,1594,Prefeitura Municipal de Davinópolis,PM,0.9657,0.0114,0.0229,0,1.9,0,0,0,2,75.3,0.9,1.8,0,77.9,75.3,0.4,1.8,0,77.4,0.9,0.1,86.1,77.5,31,8.6,3.4,1435,2255000.77451,328494.763137,2583495.53765,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5207105,GO,1545,1709,Prefeitura Municipal de Diorama,PM,0.5292,0.4562,0.0146,0,1.1,0.9,0,0,2,44.2,38.1,1.2,0,83.4,44.2,15.2,1.2,0,60.6,0.9,0.1,92.3,83.1,33.2,9.2,3.7,1538,2438689.62398,352253.564888,2790943.18887,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5207253,GO,4945,4203,Prefeitura Municipal de Doverlândia,PM,0.9874,0.0075,0.0051,0,6.9,0.1,0,0,7,263.7,2,1.4,0,267,263.7,0.8,1.4,0,265.8,0.9,0.1,227,204.3,81.7,22.7,9.1,3783,6051389.41331,866154.712427,6917544.12574,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5207352,GO,2628,2827,Prefeitura Municipal de Edealina,PM,0.9646,0.0187,0.0167,0,4.3,0.1,0.1,0,4.5,136.9,2.7,2.4,0,141.9,136.9,1.1,2.4,0,140.3,0.9,0.1,152.7,137.4,55,15.3,6.1,2544,4022537.32079,582578.459188,4605115.77998,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5207402,GO,10036,12264,Saneamento de Goiás S/A,SANEAGO,0,0,0,1,0,0,0,17,17,0,0,0,541.9,541.9,0,0,0,54.2,54.2,1,0,662.3,662.3,46.4,0,0,12264,2718127.74968,3325643.96767,6043771.71735,Acima de 80%,Tratamento secundário avançado,Não,Não
5207501,GO,2995,2793,Prefeitura Municipal de Estrela do Norte,PM,0.7151,0.2723,0.0126,0,2.8,1.1,0,0,3.9,115.7,44,2,0,161.7,115.7,17.6,2,0,135.3,0.9,0.1,150.8,135.7,9.5,15.1,6,2514,3987957.58426,739054.541451,4727012.12571,Acima de 80%,Tratamento secundário avançado,Não,Não
5207535,GO,3894,4132,Serviço Autônomo de Água e Esgoto de Faina,SAAE,0.9205,0.0577,0.0218,0,5,0.3,0.1,0,5.5,193.6,12.1,4.6,0,210.3,193.6,4.9,4.6,0,203,0.9,0.1,223.1,200.8,80.3,22.3,8.9,3719,5847358.34193,851682.809198,6699041.15113,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5207600,GO,4063,3364,Prefeitura Municipal de Fazenda Nova,PM,0.6525,0.3117,0.0358,0,3.1,1.5,0.2,0,4.7,143.2,68.4,7.9,0,219.4,143.2,27.4,7.9,0,178.4,0.9,0.1,181.7,163.5,32.7,18.2,7.3,3028,4677199.69769,502535.95637,5179735.65406,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5207808,GO,9356,11448,Prefeitura Municipal de Firminópolis,PM,0.7434,0.2276,0.0289,0,8.7,2.7,0.3,0,11.7,375.6,115,14.6,0,505.2,375.6,46,14.6,0,436.2,0.9,0.1,618.2,556.4,55.6,61.8,24.7,10303,12239909.2786,3173458.75547,15413368.0341,Acima de 80%,Tratamento secundário avançado,Não,Não
5207907,GO,3572,4987,Prefeitura Municipal de Flores de Goiás,PM,0.759,0.1656,0.0754,0,3.1,0.7,0.3,0,4.1,146.4,31.9,14.5,0,192.9,146.4,12.8,14.5,0,173.7,0.9,0.1,269.3,242.4,97,26.9,10.8,4488,6787636.97341,1027718.18056,7815355.15397,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5208004,GO,99763,136087,Saneamento de Goiás S/A,SANEAGO,0.3012,0.1588,0,0.54,53.2,28,0,95.4,176.6,1622.6,855.5,0,2909.1,5387.2,1622.6,342.2,0,407.3,2372.1,0.9,0.1,7348.7,6613.8,198.4,734.9,294,122478,74917786.9866,55410424.8383,130328211.825,Acima de 80%,Tratamento secundário avançado,Não,Não
5208103,GO,3572,3193,Prefeitura Municipal de Formoso,PM,0.7017,0.2623,0.036,0,3.4,1.3,0.2,0,4.9,135.3,50.6,7,0,192.9,135.3,20.2,7,0,162.5,0.9,0.1,172.4,155.2,15.5,17.2,6.9,2874,4439273.15343,885229.611549,5324502.76498,Acima de 80%,Tratamento secundário avançado,Não,Não
5208152,GO,1184,1565,Prefeitura Municipal de Gameleira de Goiás,PM,0.989,0.0082,0.0027,0,2.1,0,0,0,2.1,63.2,0.5,0.2,0,63.9,63.2,0.2,0.2,0,63.6,0.9,0.1,84.5,76.1,30.4,8.5,3.4,1409,2261400.24476,322596.007144,2583996.2519,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
5208301,GO,3550,3595,Prefeitura Municipal de Divinópolis de Goiás,PM,0.9897,0.0037,0.0066,0,4.1,0,0,0,4.2,189.7,0.7,1.3,0,191.7,189.7,0.3,1.3,0,191.3,0.9,0.1,194.1,174.7,69.9,19.4,7.8,3236,5168884.53673,741014.535611,5909899.07234,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5208400,GO,9968,9744,Prefeitura Municipal de Goianápolis,PM,0.8459,0.1449,0.0092,0,9.3,1.6,0.1,0,11,455.3,78,4.9,0,538.3,455.3,31.2,4.9,0,491.5,0.9,0.1,526.2,473.6,94.7,52.6,21,8770,10589761.009,1455756.73869,12045517.7477,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
5208509,GO,4733,5350,Saneamento de Goiás S/A,SANEAGO,0.7596,0.2058,0.0346,0,5.2,1.4,0.2,0,6.9,194.1,52.6,8.8,0,255.6,194.1,21,8.8,0,224,0.9,0.1,288.9,260,104,28.9,11.6,4815,7483886.07732,1102637.7009,8586523.77821,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5208608,GO,59762,79199,Saneamento de Goiás S/A,SANEAGO,0.178,0.044,0,0.778,18.3,4.5,0,79.9,102.6,574.6,141.9,0,2510.7,3227.1,574.6,56.8,0,451.9,1083.2,0.9,0.1,4276.7,3849,115.5,427.7,171.1,71279,27064296.362,25307359.2232,52371655.5852,Acima de 80%,Tratamento secundário avançado,Não,Não
5208707,GO,1388304,1721221,Saneamento de Goiás S/A,SANEAGO,0.0455,0.0855,0,0.869,82.9,156,0,1584.9,1823.8,3408.2,6412.7,0,65147.6,74968.4,3408.2,2565.1,0,30245.1,36218.3,0.9,0.1,92945.9,83651.3,3723.2,9294.6,3717.8,1549099,361851884.29,444258376.777,806110261.067,Acima de 80%,Tratamento secundário avançado,Sim,Sim
5208806,GO,37039,54106,Saneamento de Goiás S/A,SANEAGO,0.3757,0.2643,0,0.36,14.9,10.5,0,14.3,39.7,751.4,528.6,0,720,2000.1,751.4,211.4,0,100.8,1063.7,0.9,0.1,2921.7,2629.5,78.9,292.2,116.9,48695,40665556.4384,11211837.1299,51877393.5682,Acima de 80%,Tratamento secundário avançado,Sim,Sim
5208905,GO,18688,17142,Saneamento de Goiás S/A,SANEAGO,0.3094,0.2226,0,0.468,11.8,8.5,0,17.8,38,312.2,224.6,0,472.3,1009.2,312.2,89.9,0,28.3,430.4,1,0,925.7,925.7,27.8,0,0,17142,11125984.4228,4811164.33667,15937148.7595,Acima de 80%,Tratamento secundário avançado,Não,Não
5209101,GO,31109,33829,Saneamento de Goiás S/A,SANEAGO,0.5367,0.0783,0,0.385,28.6,4.2,0,20.5,53.3,901.7,131.5,0,646.8,1679.9,901.7,52.6,0,38.8,993.1,0.9,0.1,1826.8,1644.1,98.6,182.7,73.1,30446,21239403.8744,3308584.23368,24547988.108,Acima de 80%,Tratamento secundário avançado,Sim,Não
5209150,GO,4198,6315,Prefeitura Municipal de Gouvelândia,PM,0.9879,0.008,0.0041,0,5.7,0,0,0,5.8,224,1.8,0.9,0,226.7,224,0.7,0.9,0,225.6,0.9,0.1,341,306.9,122.8,34.1,13.6,5684,9116623.4938,1711230.80572,10827854.2995,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5209200,GO,11674,13118,Saneamento de Goiás S/A,SANEAGO,0.0924,0.1476,0,0.76,1.3,2.1,0,10.8,14.2,58.2,93.1,0,479.1,630.4,58.2,37.2,0,65.2,160.6,1,0,708.4,708.4,49.6,0,0,13118,5180039.40528,3735457.47865,8915496.88393,Acima de 80%,Tratamento secundário avançado,Não,Não
5209291,GO,1416,1510,Prefeitura Municipal de Guaraíta,PM,0.9868,0.0049,0.0083,0,1.7,0,0,0,1.7,75.5,0.4,0.6,0,76.5,75.5,0.1,0.6,0,76.2,0.9,0.1,81.5,73.4,29.4,8.2,3.3,1359,2167167.30434,311139.292855,2478306.5972,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5209408,GO,1767,2031,Prefeitura Municipal de Guarani de Goiás,PM,0.9949,0.0034,0.0017,0,2.3,0,0,0,2.3,94.9,0.3,0.2,0,95.4,94.9,0.1,0.2,0,95.2,0.9,0.1,109.7,98.7,39.5,11,4.4,1828,2936610.3822,418639.943122,3355250.32533,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5209457,GO,1093,1084,Prefeitura Municipal de Guarinos,PM,0.9708,0.0044,0.0248,0,2.2,0,0.1,0,2.3,57.3,0.3,1.5,0,59,57.3,0.1,1.5,0,58.9,0.9,0.1,58.5,52.7,21.1,5.9,2.4,976,1527108.9207,223492.648665,1750601.56936,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5209606,GO,2744,3265,Prefeitura Municipal de Heitoraí,PM,0.4541,0.4975,0.0484,0,1.6,1.8,0.2,0,3.6,67.3,73.7,7.2,0,148.2,67.3,29.5,7.2,0,103.9,0.9,0.1,176.3,158.7,63.5,17.6,7,2939,4513959.43268,672855.803337,5186815.23601,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5209705,GO,11443,15480,Prefeitura Municipal de Hidrolândia,PM,0.7997,0.1813,0.019,0,14.3,3.3,0.3,0,17.9,494.2,112,11.7,0,617.9,494.2,44.8,11.7,0,550.7,1,0,835.9,835.9,167.2,0,0,15480,18620527.388,2970811.69288,21591339.0808,Solução conjunta,Solução conjunta,Não,Sim
5209804,GO,2963,2804,Prefeitura Municipal de Hidrolina,PM,0.9923,0.0034,0.0044,0,3.3,0,0,0,3.3,158.8,0.5,0.7,0,160,158.8,0.2,0.7,0,159.7,0.9,0.1,151.4,136.3,54.5,15.1,6,2524,4041487.72705,578004.077668,4619491.80472,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5209903,GO,9848,12636,Prefeitura Municipal de Iaciara,PM,0.8374,0.1528,0.0098,0,8.4,1.5,0.1,0,10,445.3,81.3,5.2,0,531.8,445.3,32.5,5.2,0,483,0.9,0.1,682.3,614.1,43,68.2,27.3,11372,13756371.8468,3343390.57304,17099762.4198,Acima de 80%,Tratamento secundário avançado,Não,Não
5209937,GO,5052,6141,Prefeitura Municipal de Inaciolândia,PM,0.9541,0.0309,0.015,0,7.3,0.2,0.1,0,7.6,260.3,8.4,4.1,0,272.8,260.3,3.4,4.1,0,267.7,0.9,0.1,331.6,298.4,119.4,33.2,13.3,5527,6650340.92955,1671996.74893,8322337.67848,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5209952,GO,12397,16545,Prefeitura Municipal de Indiara,PM,0.9102,0.0769,0.0129,0,17.4,1.5,0.2,0,19.2,609.4,51.5,8.6,0,669.4,609.4,20.6,8.6,0,638.6,0.9,0.1,893.4,804.1,56.3,89.3,35.7,14891,17971233.0921,4377684.15741,22348917.2495,Acima de 80%,Tratamento secundário avançado,Não,Não
5210000,GO,47431,56980,Saneamento de Goiás S/A,SANEAGO,0.1821,0.0679,0,0.75,14.6,5.5,0,60.3,80.4,466.5,173.8,0,1921,2561.3,466.5,69.5,0,249.7,785.7,0.9,0.1,3076.9,2769.2,360,307.7,123.1,51282,18065410.4401,2997523.22589,21062933.666,Acima de 80%,Tratamento secundário avançado,Sim,Não
5210109,GO,22410,26824,Prefeitura Municipal de Ipameri,PM,0.2996,0.1447,0.5557,0,9.9,4.8,18.3,0,32.9,362.6,175.1,672.5,0,1210.1,362.6,70,672.5,0,1105.1,0.9,0.1,1448.5,1303.7,130.4,144.9,58,24142,13441819.4308,7443842.85357,20885662.2844,Acima de 80%,Tratamento secundário avançado,Não,Não
5210158,GO,1310,1314,Prefeitura Municipal de Ipiranga de Goiás,PM,0.9921,0,0.0079,0,2,0,0,0,2,70.2,0,0.6,0,70.7,70.2,0,0.6,0,70.7,0.9,0.1,71,63.9,25.6,7.1,2.8,1183,1886839.02068,270901.690841,2157740.71152,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5210208,GO,29338,30315,Saneamento de Goiás S/A,SANEAGO,0.6338,0.1212,0,0.245,31.8,6.1,0,12.3,50.1,1004.1,192,0,388.1,1584.3,1004.1,76.8,0,34.9,1115.8,0.9,0.1,1637,1473.3,132.6,163.7,65.5,27284,23109627.2648,4881590.97261,27991218.2374,Acima de 80%,Tratamento secundário avançado,Não,Não
5210307,GO,2289,2149,Prefeitura Municipal de Israelândia,PM,0.9186,0.0689,0.0124,0,2.6,0.2,0,0,2.8,113.5,8.5,1.5,0,123.6,113.5,3.4,1.5,0,118.5,0.9,0.1,116,104.4,41.8,11.6,4.6,1934,3068484.99282,442846.393394,3511331.38621,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5210406,GO,32271,46662,Saneamento de Goiás S/A,SANEAGO,0.1659,0.1741,0,0.66,9.2,9.7,0,36.7,55.7,289.1,303.4,0,1150.1,1742.6,289.1,121.4,0,253,663.5,0.9,0.1,2519.7,2267.7,453.6,252,100.8,41996,23801569.2234,3546621.06385,27348190.2873,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5210562,GO,4109,4571,Prefeitura Municipal de Itaguari,PM,0.7175,0.2765,0.006,0,4.1,1.6,0,0,5.6,159.2,61.3,1.3,0,221.9,159.2,24.5,1.3,0,185.1,0.9,0.1,246.8,222.1,88.9,24.7,9.9,4114,6578758.1757,942009.271658,7520767.44736,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5210604,GO,4591,4389,Prefeitura Municipal de Itaguaru,PM,0.8388,0.1367,0.0246,0,5.3,0.9,0.2,0,6.3,207.9,33.9,6.1,0,247.9,207.9,13.6,6.1,0,227.6,0.9,0.1,237,213.3,85.3,23.7,9.5,3950,6182317.23386,904571.548701,7086888.78256,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5210802,GO,3731,3573,Prefeitura Municipal de Itajá,PM,0.0326,0,0.9674,0,0.2,0,5.8,0,6,6.6,0,194.9,0,201.5,6.6,0,194.9,0,201.5,0.9,0.1,192.9,173.6,60.8,19.3,7.7,3216,0,791610.583834,791610.583834,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5210901,GO,18213,25458,Prefeitura Municipal de Itapaci,PM,0.8344,0.1094,0.0562,0,17.5,2.3,1.2,0,21,820.6,107.6,55.3,0,983.5,820.6,43.1,55.3,0,918.9,1,0,1374.7,1374.7,274.9,0,0,25458,29809751.3321,4024020.50401,33833771.8361,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5211008,GO,5133,4772,Prefeitura Municipal de Itapirapuã,PM,0.7316,0.2579,0.0105,0,5.2,1.8,0.1,0,7.1,202.8,71.5,2.9,0,277.2,202.8,28.6,2.9,0,234.3,0.9,0.1,257.7,231.9,92.8,25.8,10.3,4295,5178714.71313,983519.346079,6162234.05921,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5211206,GO,21698,22526,Saneamento de Goiás S/A,SANEAGO,0,0.06,0,0.94,0,2.2,0,34.4,36.6,0,70.3,0,1101.4,1171.7,0,28.1,0,154.2,182.3,0.94,0.06,1216.4,1143.4,160.1,73,29.2,21174,894868.581122,129172.334318,1024040.91544,Acima de 80%,Tratamento secundário avançado,Não,Não
5211305,GO,4337,6447,Prefeitura Municipal de Itarumã,PM,0.1263,0.026,0.8477,0,0.8,0.2,5.2,0,6.1,29.6,6.1,198.5,0,234.2,29.6,2.4,198.5,0,230.5,0.9,0.1,348.1,313.3,125.3,34.8,13.9,5802,3420348.69148,1740932.11761,5161280.80909,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5211404,GO,6701,7247,Saneamento de Goiás S/A,SANEAGO,0.0535,0.0865,0,0.86,0.6,1,0,9.7,11.2,19.4,31.3,0,311.2,361.9,19.4,12.5,0,28,59.9,0.9,0.1,391.3,352.2,31.7,39.1,15.6,6522,926808.447984,126106.72325,1052915.17123,Acima de 80%,Tratamento secundário avançado,Sim,Não
5211503,GO,94305,117281,Saneamento de Goiás S/A,SANEAGO,0,0.032,0,0.968,0,5.1,0,155.3,160.4,0,163,0,4929.5,5092.5,0,65.2,0,739.4,804.6,1,0,6333.2,6333.2,950,0,0,117281,28385493.8327,6044184.61336,34429678.446,Acima de 80%,Tratamento secundário avançado,Sim,Não
5211602,GO,1528,1676,Prefeitura Municipal de Ivolândia,PM,0.927,0.0469,0.0261,0,1.7,0.1,0,0,1.8,76.5,3.9,2.2,0,82.5,76.5,1.5,2.2,0,80.2,0.9,0.1,90.5,81.5,32.6,9.1,3.6,1508,2363439.73365,345493.429384,2708933.16304,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5211701,GO,4240,4513,Prefeitura Municipal de Jandaia,PM,0.7573,0.0111,0.2316,0,4.7,0.1,1.4,0,6.2,173.4,2.5,53,0,229,173.4,1,53,0,227.4,0.9,0.1,243.7,219.3,43.9,24.4,9.8,4062,4955047.23389,674208.684346,5629255.91823,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5211800,GO,38214,55120,Saneamento de Goiás S/A,SANEAGO,0.6323,0.0987,0,0.269,43.3,6.8,0,18.4,68.5,1304.7,203.7,0,555.1,2063.6,1304.7,81.5,0,55.5,1441.7,0.9,0.1,2976.5,2678.9,267.9,297.7,119.1,49608,45227401.3938,5246629.25242,50474030.6462,Acima de 80%,Tratamento secundário avançado,Não,Não
5211909,GO,86306,110049,Saneamento de Goiás S/A,SANEAGO,0.1213,0.1887,0,0.69,17.9,27.9,0,102,147.8,565.5,879.3,0,3215.8,4660.5,565.5,351.7,0,1286.3,2203.5,1,0,5942.6,5942.6,2377,0,0,110049,55143450.755,6110919.39384,61254370.1489,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5212006,GO,2393,2104,Prefeitura Municipal de Jaupaci,PM,0.7235,0.2557,0.0208,0,2.3,0.8,0.1,0,3.1,93.5,33,2.7,0,129.2,93.5,13.2,2.7,0,109.4,0.9,0.1,113.6,102.2,40.9,11.4,4.6,1894,2976714.75342,433672.384806,3410387.13823,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5212055,GO,1923,2457,Prefeitura Municipal de Jesúpolis,PM,0.9395,0.0316,0.0289,0,2.2,0.1,0.1,0,2.3,97.6,3.3,3,0,103.8,97.6,1.3,3,0,101.9,0.9,0.1,132.7,119.4,47.8,13.3,5.3,2211,3468145.53552,506327.801543,3974473.33706,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
5212105,GO,6705,7233,Saneamento de Goiás S/A,SANEAGO,0,0.04,0,0.96,0,0.4,0,10.8,11.2,0,14.5,0,347.6,362.1,0,5.8,0,20.9,26.6,0.96,0.04,390.6,375,22.5,15.6,6.2,6944,618166.378952,84111.1630377,702277.541989,Acima de 80%,Tratamento secundário avançado,Não,Não
5212204,GO,15449,14333,Saneamento de Goiás S/A,SANEAGO,0.1215,0.0585,0,0.82,3.4,1.6,0,22.9,27.9,101.3,48.8,0,684.1,834.2,101.3,19.5,0,61.6,182.4,0.9,0.1,774,696.6,62.7,77.4,31,12900,1398869.78793,38384.8486551,1437254.63659,Acima de 80%,Tratamento secundário avançado,Não,Não
5212253,GO,852,1186,Saneamento de Goiás S/A,SANEAGO,0.1773,0.0116,0,0.8111,0.3,0,0,1.2,1.5,8.2,0.5,0,37.3,46,8.2,0.2,0,5.2,13.6,0.9,0.1,64,57.6,8.1,6.4,2.6,1067,606254.944756,62547.1229519,668802.067708,Acima de 80%,Tratamento secundário avançado,Não,Não
